1.6761565	-0.71245676	2.326508	0.8996431	-1.6124176	1.2634487	0.49178025	2.207045	0.11347647	1.481123	-1.2134778	2.06763	0.4754385	4.3992925	0.85672617	2.197995	2.3659928	-0.5989782	-1.8604448	-4.5307226	0.8666126	1.5042741	0.088270485	-0.22208638	0.61939687	-3.588451	1.6983563	-3.669151	-1.6753262	-0.33424348	-0.62235564	-0.7511355	0.09990449	0.53506124	-1.6180764	1.9391718	0.45194384	0.8233916	-0.50030214	-0.42084146	-0.65285325	2.3422413	-2.2664332	-1.6327738	-0.36233357	-0.8878691	0.29475743	0.8034012	-2.1945412	3.8286376
0.7742584	-0.5595708	2.091854	-0.5417999	-1.7503062	5.6297264	1.5227624	3.163218	2.8371272	-2.5918005	-0.97338986	-2.353841	-2.9288945	-0.0292796	3.6883452	0.13423187	-0.75202054	0.53745383	-2.0501387	-2.784944	-0.8890886	4.00388	-0.5484367	0.62683934	2.6683977	0.47831312	-0.58112115	-5.080131	1.9332491	2.755539	-6.047195	1.3520018	-0.365765	0.8228293	0.56286407	1.9250579	2.6639733	-0.6138627	-2.834092	-4.4743466	-1.100077	3.520415	-2.9157946	-1.2570034	-1.5900567	3.397073	-2.5874043	0.9681991	0.4468571	-3.1322026
-1.8906595	0.9018305	-0.8663626	-1.3610903	-0.23852077	0.9274574	-4.703688	1.1983479	-2.5982182	1.0183378	-7.0036263	0.47267962	-0.37322384	-2.6276138	3.4819515	2.0996275	-1.4796572	0.5462374	-4.15335	-1.182358	4.658053	4.4874725	-1.656025	0.051316317	-4.6396704	1.1418258	2.9278805	1.8446026	-0.46671066	2.9595098	-2.2337992	-6.9540367	1.7712	-2.7707658	-0.3128156	3.7209647	-1.4103528	-0.676688	4.313297	1.4623506	-2.7158358	4.6200967	5.1834726	-0.4199724	0.352596	0.7368485	-0.8205004	3.4327867	-0.5628357	-3.417556
-0.3307545	0.20874213	0.33072117	0.17824136	-0.413555	0.5675387	-0.16120301	-0.77248544	0.29037791	0.74274683	0.078934625	0.39218566	0.30497783	-0.2558281	0.1455321	0.53851324	-0.17041714	-0.29631743	0.24821196	-0.5268277	0.84287727	0.6682207	0.20906243	0.4047767	0.33975783	-1.0885288	-0.11220365	-0.011473639	0.19767329	0.5833715	-0.24508926	-0.3186393	0.5772773	0.7583644	-0.28313625	0.6712831	-0.23842509	-0.2518315	-0.14328949	-0.119907744	0.096488014	0.18665126	0.10511412	-0.8435528	0.24616371	-0.4401116	-0.8570354	0.11933944	0.7018638	0.84164566
1.7201861	-2.3128142	-1.575753	-1.1540414	-0.31875226	-1.823481	0.10352709	0.31276155	-0.82899076	1.11831	-2.6901808	4.765212	-2.1780713	1.2584345	2.4748418	4.0821686	0.4391208	-0.32154006	2.1585438	-1.5926301	4.8399725	0.22342052	5.052454	-3.4107404	-2.419677	0.15333341	0.60807955	2.7624614	0.39022204	2.9591517	-1.4866185	2.2107718	-1.8490008	1.0324354	-0.9025714	0.81004363	0.42923087	-3.5612695	-3.427795	0.06212029	2.1594315	-3.166433	3.66207	3.6038468	-0.59018534	-0.70692945	-2.9565082	5.315937	2.0812104	0.48508614
2.9929807	-4.2074866	0.41713357	2.8136225	0.39104614	1.7954537	-0.4676351	0.9613145	0.48336887	-2.0194204	-0.37124652	-0.3279215	-1.2908313	6.6000385	0.7022034	0.094276376	5.321491	1.9714038	0.70440686	1.7255815	1.6359338	1.9956783	-0.20543079	0.7355002	2.8376515	-0.9881541	1.6468488	-0.31495628	-0.6431706	-1.4438853	-0.11193912	-2.535346	-0.6560626	1.4676222	1.6552998	-0.057005465	-0.12217802	-2.096738	0.57623625	1.8374245	0.3660453	0.92767054	-0.111897856	-0.46616223	-1.0519751	-1.9618866	-2.9515886	1.6940002	-0.5966547	-0.64135385
-0.36284587	3.3843904	0.28053424	-0.6845934	-1.1877632	-2.069226	-1.7668265	1.6664151	-3.33914	1.2491068	-1.0450256	1.2891645	3.3564136	-1.2726362	-0.48206976	0.7200582	-2.0642817	-1.6789454	-2.3622553	1.6664863	2.5438404	-0.15922318	3.334087	-3.9464355	0.011546015	-1.7849796	-0.34807166	0.752519	4.3667154	0.17272718	1.2354892	-1.8745346	-0.030236736	0.79386514	-2.4608448	3.297638	-5.151403	0.54137063	-1.1692868	-1.8939598	4.9126472	0.9852561	-2.691507	1.9888684	2.0465024	-0.34368616	-0.87702525	2.3843234	3.4016297	-2.58852
-0.101791434	0.65443796	3.4381588	-0.17347671	1.1144261	-1.2642628	1.7177377	-1.5115668	2.4224865	1.7985545	1.8641012	0.5694887	-0.92602366	2.7430851	-1.8082823	-2.6577168	-1.0241834	-1.8852232	-0.7863651	-0.07230506	-1.2213845	5.3725853	-1.0788487	-2.3094242	-1.5623035	0.15875785	-0.052046303	0.8274925	-1.6597795	-2.2886658	-1.5730569	-1.835278	0.6905827	4.014487	-1.098975	-1.5441412	-4.305705	1.9041663	-1.5497671	-1.0232998	1.2848802	0.15927656	-1.8343499	-0.535534	-0.5924164	0.7904381	-1.3467003	4.267964	-0.79752547	3.0510042
3.9991002	-0.8740285	2.063903	-1.9725869	0.9865871	2.5360506	-5.3888173	1.4763554	-1.3643061	-4.243743	0.022225073	1.1270291	0.06911745	2.3308108	1.3996552	2.2035122	-2.3973591	4.9196744	-0.41358024	2.396561	-2.7970238	-0.18512952	0.0075374404	-2.5199935	1.0361352	2.9959142	-0.883582	1.4698272	-0.5767617	2.4855995	-2.3816245	-1.2487096	2.1254592	0.6718545	-1.1297269	0.47239733	-7.049425	-1.0635625	2.7200923	-2.2670605	-0.5897227	-0.37691513	3.6756847	1.7266169	2.2110293	2.4335785	-1.8249582	0.33642137	-3.1135874	-2.595696
-1.3662518	-2.6951652	2.8167686	-1.449915	-1.8918391	-0.6325635	2.6002524	-1.2357068	3.0646105	-5.1800146	2.1267745	-2.2463057	-2.0363872	2.3204687	-0.25997293	1.5000716	1.3355942	2.7464104	4.2843623	2.9574416	-1.9972521	-1.153727	1.6842961	4.899942	-5.0964403	1.3588514	0.23460145	-0.07916857	-0.12847432	-1.2279667	-3.2715394	-0.5003497	0.19776167	0.16788112	-3.3256643	2.3792198	0.41514963	-1.6870499	3.5561497	0.011528464	0.25871894	4.6150126	3.6373065	0.79591143	-1.0906229	-0.39301026	0.8078614	-0.044075247	-0.66606003	-0.14756195
