-2.3506365	0.21147747	-0.5375897	0.36220363	-0.39247504	0.097101025	-0.76860917	-0.32332984	0.7231928	-0.24578592	-1.9439656	0.45550537	1.167248	0.9875334	0.18853424	0.9353569	1.5062591	1.1431295	1.1957021	1.1179346	-0.37795633	-0.25457287	-0.98498464	-1.4893287	2.1211965	1.9871798	-1.388299	-1.0113714	0.31408253	0.46501553	0.40966922	-0.06669703	-0.11088854	-0.94310105	1.3340746	-0.51986724	-0.859906	-0.38265866	0.29507476	-0.5594535	0.4459041	-0.3279352	1.1744287	0.592695	-0.37005958	-0.90185285	0.0674864	0.6879582	1.1860209	1.4593103	-0.45958832	1.8905938	0.35709983	-1.0205375	0.74098307	0.88582146	-1.5228436	1.1264089	0.15277152	0.48106104	-0.43721524	-1.3112257	-0.8686145	-0.5981445	-0.5826883	-0.8367451	-0.2209747	1.7707975	-1.3493607	0.5754671	-0.39387602	-1.2484705	1.4523102	-0.48114207	0.9786226
-0.38059422	1.5138097	0.38362008	0.79038453	-0.08668792	-0.02681577	-1.8079239	-1.12407	1.7518626	2.2304828	-2.4274383	-2.4569225	2.0860002	-1.4299198	1.3847646	-1.7237881	-0.5562415	-1.5753101	0.49255452	-0.15507855	-5.408674	-0.31069914	0.75274295	-0.2534789	-0.6864507	1.6469126	0.8368669	0.7729491	-0.8020754	-0.6167789	-0.20315705	0.58268386	-1.2858946	0.56208634	-1.5252199	-2.600716	1.0652179	-0.2991772	0.26475674	1.4827611	0.1094409	-0.8426096	3.4991395	-1.9563043	-1.9111599	-2.3097813	0.99395627	-0.110132426	-2.6010513	3.5858917	1.1441743	2.7672472	0.45059896	0.50231034	3.2661636	-1.7327043	0.014231738	-0.5848926	1.7245573	-0.041599873	-0.7712657	-0.7763091	0.9464547	0.8703817	1.3203217	-0.29871878	-0.07477902	-1.1898873	-0.9253147	-2.658823	1.7754726	-2.6363647	-0.8923074	0.047780983	0.32909623
2.2557154	0.031471737	-0.5140253	-1.7261069	-2.7118912	-0.23362575	-0.5905897	-1.5212575	-0.102718435	-1.1361395	0.721696	-0.7871137	3.6192586	-1.475797	-0.69826823	-0.06097129	0.78880244	0.497165	1.0823015	1.8008727	-1.1534915	-1.5358154	0.029320152	1.5414363	-2.4411047	-0.1812393	2.1690197	1.3353038	-0.8779994	-0.7052069	2.8900182	-0.38949367	-1.6246063	-0.82071745	1.7541825	-3.7793627	-1.854894	-0.7530145	-1.2226223	0.674375	0.12518632	0.44596103	0.2805299	-0.5691255	1.6775974	1.1991787	-1.4241445	2.5597985	-3.9942546	0.056634057	-2.5274067	1.8841689	-1.0401329	1.3100973	-0.44390476	-1.729741	3.0033343	-1.2024525	-2.4203455	0.9740824	-0.21479183	-0.72998	1.5394638	-1.4103458	3.7122376	-0.80415756	3.5986347	-1.9628066	0.24315692	-0.14200673	-0.8213549	-0.36544496	0.21514364	1.7451357	-0.13943794
-0.2140035	0.1473619	-0.10607686	-0.16573542	-0.74427706	-0.27306876	0.12562755	-0.19637848	0.03718676	-0.018132351	-0.40750578	0.0012106319	-0.14670724	0.2992464	-0.06057216	0.3549946	0.21198255	-0.027388576	0.0027322837	0.29576024	0.38773972	0.13173719	-0.4354277	0.040935066	-0.17717801	-3.6447054e-05	-0.2634197	0.18456218	0.13122	0.17829615	-0.09942771	-0.013163473	0.031171003	0.26850262	-0.25036788	-0.26280928	0.18388635	-0.2696404	-0.030133808	0.22282311	-0.6407734	-0.13528626	0.07002639	0.3013556	-0.019112006	-0.2309952	-0.17646433	0.22146447	-0.37689754	0.15743709	-0.035040066	0.4484468	0.30182314	-0.1377698	0.0526933	0.20692854	0.14057201	-0.19505933	-0.5673927	0.048845414	0.17357954	0.033579	0.4742806	-0.46172297	0.6508226	-0.29084438	-0.32722044	-0.03440147	-0.100052685	-0.16170716	-0.54226923	0.37644613	-0.11310149	0.41077036	0.02495626
-1.3491809	-0.3942298	0.4516704	1.3283617	-1.6859704	-0.7662035	-2.4781044	-2.2455866	-0.78619564	-2.6277702	-2.229765	-0.08995241	-0.5031087	0.9863088	0.3574881	0.10704063	0.37886006	-0.055022787	-1.5080352	1.7870703	-0.27476758	-0.36750585	-1.309103	1.6545252	0.83243173	-0.5060036	0.606292	1.2893697	-3.0636163	-1.8399973	-0.36333108	-0.80097973	0.31628138	2.4315746	-0.4370696	0.014637788	-2.208807	1.844494	-0.725207	0.6789366	-3.1910634	-1.4544103	-1.096411	0.52634585	-2.4153287	0.28662473	-2.700462	0.45761517	0.685281	-0.47933978	0.41948488	0.8208707	0.49645996	0.7325941	0.28936908	-0.586446	1.2176021	1.1644256	-1.0041814	1.5291001	-1.0448927	2.5411878	-1.121345	0.03170463	0.0184303	-1.104062	1.212169	1.4695926	-3.4854286	0.80972517	-0.8517072	1.194784	-0.6615112	-0.7075748	-1.2844236
-0.8843358	1.5756419	0.8957183	0.20465203	-0.27638808	-0.26026317	0.47581956	0.8086289	-0.46381497	-0.41450894	-1.3767674	1.2528799	0.41743812	-2.2106543	0.3466071	-0.33750537	1.0128453	0.046826083	0.6389822	-0.5939893	-0.26403445	0.4460556	-1.3990197	0.6359403	1.7192588	1.0869863	-0.1526153	-1.3834968	-0.6297879	0.25650507	-0.93949723	0.042518843	0.32237568	-1.0531162	-2.096465	-1.7299169	1.7794303	-0.43327165	0.20888151	-0.2713983	-0.25667053	2.2918646	1.4728845	-1.0876384	-1.5943278	-0.9899262	-1.5079358	-0.28889975	2.0973804	-0.38430196	-0.73821443	0.7296763	-0.07397264	-0.033343226	2.165	1.0947411	0.09454724	0.15248673	0.40643057	1.0482428	0.5648436	-0.29901305	0.2682593	0.9551106	1.0419886	-1.235068	-0.72980773	1.4781704	0.7375382	0.9013747	-3.2911737	1.7016351	-0.8523407	-0.5017357	-0.1799923
-0.110856414	0.25574854	-0.529263	-0.62853557	1.3007536	-0.37206122	1.1255246	-1.2809833	0.76355726	-2.8637366	-0.18177424	-0.7427978	-0.3158689	1.2880703	1.9342575	0.55834776	-0.49255052	-0.73728055	-2.218993	0.24181552	-0.34751654	-2.4879289	-1.386507	-1.0737778	0.684876	0.031550903	-0.77167714	-1.9350854	-0.6905715	0.8199673	-2.4760878	-1.8086585	-0.4580971	0.8591807	0.50822055	-1.5910729	-1.8458219	-0.46494985	-0.7614287	1.3585033	0.96214396	-3.67376	0.005451907	0.3952549	-1.0262232	0.9367859	-1.8655148	-0.7269692	-1.0208843	-2.6471124	1.1471874	1.7338477	0.5442795	1.4246693	-0.56133085	2.2207706	1.0647795	-1.0528798	0.7937368	-2.4667485	1.1706047	1.0263005	-1.9481065	-0.26402736	0.8522407	0.9629999	2.2257788	1.6293911	0.70938104	1.4427625	0.34494156	1.3443657	1.9213583	0.33699042	-0.94411325
0.6914379	-2.098267	0.14732267	-0.29384384	2.9275439	-2.7255886	-0.05382674	0.5338628	-1.595857	-0.0037242165	0.87207687	-1.9120326	0.6094682	-0.81812435	-1.5758425	-1.8373489	-1.2663394	-0.011577918	-1.0001781	1.9730071	1.5973386	-0.99875885	-2.1812737	0.09993072	0.42663044	0.3807154	0.2915104	0.29581136	0.6322208	0.94710535	2.166263	1.475154	-1.6683284	0.28226072	-0.22131923	-1.3405911	-0.00018191108	-0.0877047	-0.81790304	-1.2975106	1.5535009	0.22693078	3.1459856	-0.16381049	-1.553938	0.40720746	1.0517856	1.2820822	-0.7244757	0.059376657	0.12125497	0.2181838	0.3246259	0.60400105	0.6516739	2.280345	0.3876794	-0.0016041931	-0.33982497	-1.411474	0.73525846	0.027968671	1.6119341	-0.047302164	1.2344327	-1.4206772	-1.1901505	-0.29311877	-1.3992436	2.373169	1.4571735	-1.6975807	1.6764523	-0.6359268	1.2567867
1.034771	0.8422088	-1.2791584	-1.0270104	0.78972185	0.005666963	1.7806593	2.0835078	0.8261483	-2.509178	-1.1258043	-1.6932936	1.0827305	-2.594247	2.569974	-1.1507224	0.33707798	-0.28865543	0.6939359	1.2165401	0.08137193	-1.524545	-0.4186578	1.0376452	1.5864191	-1.4660524	0.80365354	1.5275044	1.8655282	2.0202358	-0.9279122	-1.529642	0.8620035	1.5501175	-2.5283186	-2.273462	0.8943156	-0.36502668	0.16864151	2.0656168	-1.0924219	0.31656662	-1.124793	-2.3341541	0.018978404	2.672699	0.38168356	-1.6855881	0.63224363	0.1320304	0.86585534	2.260892	-1.5388544	0.8269569	2.3287678	0.8953601	2.6653578	-0.535378	0.5564331	-0.2318288	0.1824356	-0.38625625	0.23184408	-0.4280113	0.5925639	0.35711247	3.534504	1.0968673	-0.7432975	-3.0628092	0.8064087	-1.7551444	-1.0773467	-1.1194843	-1.3091679
0.9603513	1.2522002	-0.419298	-2.1754653	-2.440866	1.5759149	0.21145593	-0.4990576	-0.5820785	0.2846539	0.13255644	-1.0300545	1.0709304	-1.4542347	0.8318334	-0.83881444	0.21256976	0.21948682	-1.0880364	-1.1321976	1.6092379	0.21738459	-1.912664	2.353528	-0.118525885	1.1197879	1.195482	-1.1835452	0.359811	0.005901313	0.039896447	2.998847	2.003925	0.48841813	1.1185042	-2.2641773	1.348838	2.1128004	1.4377517	2.3384516	1.1041096	2.6119947	1.6542755	1.7341092	0.20555876	2.9439435	-1.7308033	-0.41071978	0.31698817	1.4219161	1.1081585	-0.4325888	-2.5472372	-1.0153291	1.0732335	-0.7385453	-0.55006295	1.2818639	1.0721695	1.3410023	0.47155342	-2.411541	0.07204841	-2.8969514	-1.5796508	1.4247096	0.8236582	1.3376031	1.2340006	0.27861536	0.9320908	0.9003799	2.2453275	-0.72794795	-0.25269493
