2.6252162	-2.4202929	-1.1459129	-1.7981335	1.7034779	2.2340627	-0.8895672	0.9696898	-0.34273615	-0.6361153	2.8829215	1.6637337	-0.776733	0.5374431	-0.6584363	0.6975064	0.6772305	0.64565337	-0.044790186	0.1777641	-1.6578233	0.830372	0.7820464	0.9563911	1.1363127
0.87835175	-2.140685	3.465174	1.3094175	0.0810602	-2.2273228	1.7887986	-0.8612517	1.4244285	1.3468691	3.0013344	0.31443498	-3.7308578	-0.7762204	0.78831214	2.3800373	2.582019	-0.95606357	1.7532463	0.36137095	-0.36690363	1.8276491	0.8510279	-0.4128518	2.4892738
-1.1878406	0.17829354	-0.87815046	-1.534936	4.6159134	-1.8305398	-4.27529	2.0180879	1.0469381	-2.5257013	1.2876667	-4.155768	-0.7561916	0.7935299	0.80041146	-0.4026526	-2.0400913	0.40592268	2.4520054	-2.4967873	2.665587	-0.57777715	0.19735366	1.5039864	-0.7717316
0.33966944	-0.32701623	0.91423595	-0.27283394	0.7692494	0.2706323	0.4032188	0.01502367	-0.15593548	0.41231605	0.6988778	1.2189351	-0.30756146	1.150594	-0.7850129	-0.06815688	-0.20405518	-0.17770135	0.22068642	0.061583795	0.2026764	-0.3717085	0.007962022	0.5389452	-0.04760071
-1.1587098	2.4335978	0.5764861	-1.243822	2.0279849	0.86016876	-0.17931823	-1.6319988	3.257638	0.42116594	-0.8764308	-0.47326273	-0.27548343	2.216741	-0.37232605	0.2702971	-0.9385879	0.37956554	-0.09582089	3.0828893	-1.7559122	-1.9848982	0.37992182	4.702394	-0.06559201
0.73869365	-2.1951811	-0.11457498	-0.7937195	2.6972208	0.12752935	-0.356913	1.2805536	-0.2569936	0.15473188	1.6604679	2.101051	1.1395783	1.1563177	2.8299162	-2.2388644	0.53755635	-0.21744283	-0.6649719	1.4760361	-1.7383938	-0.6070365	-0.31871557	1.8544109	2.3961737
0.54286844	-0.37618366	0.051123932	0.78534436	-1.2223128	-2.3355663	-1.7535864	0.33366823	-0.004456689	1.7524045	-1.3162925	0.672439	-0.9216425	-1.8447132	-0.98679066	-1.2486881	0.018866422	-0.4160061	-0.88883775	-1.7890515	-1.9249955	-0.8994988	2.6868863	4.1058073	0.78624475
0.3638309	-1.588502	-0.94518465	-1.5207906	1.6965215	0.8015255	-1.0460852	0.33976123	-0.34766993	2.561564	0.49064735	1.4257286	-1.6945779	-1.0655464	-1.6501427	2.3611383	0.9566942	-0.34721997	0.32024792	-1.0700443	1.8972378	0.25458783	0.5080216	0.5096724	2.6684346
3.761361	-1.0548948	-3.0204072	1.0270953	1.9544215	-2.3208075	-1.2237546	-0.67445475	1.2364025	-3.4712973	0.020191744	-0.97492886	-2.475921	1.284237	-1.3171171	2.3780956	1.1106309	-4.051926	-1.4138192	-2.9381013	1.2898774	4.0396986	1.2840503	2.145618	-2.4487355
1.639542	-1.0517224	-2.0343108	-0.34216967	-1.6436682	-0.95947	-3.5610876	2.9194396	-1.7944666	0.8515836	-0.6859638	-1.339767	1.3807425	1.9949275	2.0213134	-2.9349887	-0.89434236	0.51257104	1.3313586	-2.4945052	1.7013611	-1.3315425	3.1350806	-2.5822096	1.3286624
2.3451152	-2.8803189	-1.0309509	-1.2415693	0.91161966	-0.517114	-6.104039	-0.24573755	-2.2850769	-0.18238449	2.0521512	0.54468423	0.7224618	1.8570005	-1.0167286	0.9175536	-1.6364723	0.5952016	-1.4048368	-0.51041085	-0.8932919	0.5365818	1.383413	1.6181511	-0.98893726
0.5389131	-0.77923745	-1.8321717	-1.5884753	1.907526	0.26098466	-1.2630514	2.84916	1.6538506	-1.0085472	-1.8101726	1.535755	0.16469714	0.5471017	-0.29067212	-1.2955409	0.33723137	-0.88548625	2.9083054	-0.720002	0.10957709	0.12332107	-0.05283132	0.45389143	1.1779602
